Time;Channel A;Channel B
(ms);(V);(V)

-16.58863869;4.35346600;2.29773900
-16.56815869;4.35346600;2.29773900
-16.54767869;4.35346600;2.20893000
-16.52719869;4.35346600;2.20893000
-16.50671869;4.35346600;2.20893000
-16.48623869;4.35346600;2.20893000
-16.46575869;4.35346600;2.20893000
-16.44527869;4.35346600;2.20893000
-16.42479869;4.35346600;2.20893000
-16.40431869;4.35346600;2.20893000
-16.38383869;4.35346600;2.12042600
-16.36335869;4.35346600;2.12042600
-16.34287869;4.35346600;2.12042600
-16.32239869;4.35346600;2.12042600
-16.30191869;4.35346600;2.12042600
-16.28143869;4.35346600;2.12042600
-16.26095869;4.35346600;2.03161700
-16.24047869;4.35346600;2.03161700
-16.21999869;4.35346600;2.03161700
-16.19951869;4.35346600;2.03161700
-16.17903869;4.35346600;2.03161700
-16.15855869;4.35346600;1.94280800
-16.13807869;4.35346600;1.94280800
-16.11759869;4.35346600;1.94280800
-16.09711869;4.35346600;1.94280800
-16.07663869;4.35346600;1.94280800
-16.05615869;4.35346600;1.94280800
-16.03567869;4.35346600;1.94280800
-16.01519869;4.44166400;1.94280800
-15.99471869;4.35346600;1.94280800
-15.97423869;4.35346600;1.94280800
-15.95375870;4.44166400;1.94280800
-15.93327870;4.35346600;1.85430500
-15.91279870;4.35346600;1.85430500
-15.89231870;4.35346600;1.85430500
-15.87183870;4.35346600;1.85430500
-15.85135870;4.35346600;1.85430500
-15.83087870;4.35346600;1.85430500
-15.81039870;4.35346600;1.85430500
-15.78991870;4.44166400;1.85430500
-15.76943870;4.44166400;1.85430500
-15.74895870;4.35346600;1.76549600
-15.72847870;4.44166400;1.76549600
-15.70799870;4.44166400;1.76549600
-15.68751870;4.44166400;1.76549600
-15.66703870;4.35346600;1.76549600
-15.64655870;4.44166400;1.76549600
-15.62607870;4.44166400;1.76549600
-15.60559870;4.35346600;1.76549600
-15.58511870;4.44166400;1.76549600
-15.56463870;4.44166400;1.76549600
-15.54415870;4.44166400;1.76549600
-15.52367870;4.44166400;1.76549600
-15.50319870;4.44166400;1.76549600
-15.48271870;4.44166400;1.76549600
-15.46223870;4.44166400;1.76549600
-15.44175870;4.44166400;1.67668700
-15.42127870;4.44166400;1.76549600
-15.40079870;4.44166400;1.76549600
-15.38031870;4.44166400;1.67668700
-15.35983870;4.44166400;1.76549600
-15.33935870;4.44166400;1.76549600
-15.31887870;4.44166400;1.67668700
-15.29839870;4.44166400;1.76549600
-15.27791870;4.44166400;1.67668700
-15.25743870;4.44166400;1.67668700
-15.23695870;4.44166400;1.67668700
-15.21647870;4.44166400;1.67668700
-15.19599870;4.44166400;1.67668700
-15.17551870;4.44166400;1.58818300
-15.15503870;4.44166400;1.67668700
-15.13455870;4.44166400;1.67668700
-15.11407870;4.44166400;1.67668700
-15.09359870;4.44166400;1.58818300
-15.07311870;4.44166400;1.58818300
-15.05263870;4.44166400;1.67668700
-15.03215870;4.44166400;1.67668700
-15.01167870;4.44166400;1.67668700
-14.99119870;4.44166400;1.58818300
-14.97071870;4.52986200;1.67668700
-14.95023870;4.44166400;1.58818300
-14.92975870;4.52986200;1.58818300
-14.90927870;4.44166400;1.58818300
-14.88879870;4.44166400;1.58818300
-14.86831870;4.52986200;1.67668700
-14.84783870;4.44166400;1.58818300
-14.82735870;4.52986200;1.67668700
-14.80687870;4.52986200;1.58818300
-14.78639870;4.44166400;1.58818300
-14.76591870;4.52986200;1.58818300
-14.74543870;4.44166400;1.67668700
-14.72495870;4.44166400;1.67668700
-14.70447870;4.44166400;1.67668700
-14.68399870;4.52986200;1.67668700
-14.66351870;4.52986200;1.67668700
-14.64303870;4.52986200;1.67668700
-14.62255870;4.52986200;1.67668700
-14.60207870;4.52986200;1.76549600
-14.58159870;4.52986200;1.67668700
-14.56111870;4.52986200;1.76549600
-14.54063870;4.52986200;1.76549600
-14.52015870;4.52986200;1.76549600
-14.49967870;4.44166400;1.76549600
-14.47919870;4.52986200;1.76549600
-14.45871870;4.52986200;1.76549600
-14.43823870;4.52986200;1.76549600
-14.41775870;4.52986200;1.76549600
-14.39727870;4.52986200;1.76549600
-14.37679870;4.52986200;1.76549600
-14.35631870;4.52986200;1.76549600
-14.33583870;4.52986200;1.76549600
-14.31535871;4.52986200;1.76549600
-14.29487871;4.52986200;1.85430500
-14.27439871;4.52986200;1.76549600
-14.25391871;4.52986200;1.85430500
-14.23343871;4.52986200;1.85430500
-14.21295871;4.52986200;1.85430500
-14.19247871;4.52986200;1.94280800
-14.17199871;4.52986200;1.94280800
-14.15151871;4.52986200;1.94280800
-14.13103871;4.52986200;1.94280800
-14.11055871;4.52986200;1.94280800
-14.09007871;4.52986200;1.94280800
-14.06959871;4.52986200;1.94280800
-14.04911871;4.52986200;1.94280800
-14.02863871;4.52986200;2.03161700
-14.00815871;4.52986200;2.03161700
-13.98767871;4.52986200;2.12042600
-13.96719871;4.52986200;2.03161700
-13.94671871;4.52986200;2.12042600
-13.92623871;4.52986200;2.12042600
-13.90575871;4.61775600;2.12042600
-13.88527871;4.52986200;2.12042600
-13.86479871;4.52986200;2.20893000
-13.84431871;4.52986200;2.20893000
-13.82383871;4.61775600;2.29773900
-13.80335871;4.52986200;2.29773900
-13.78287871;4.52986200;2.29773900
-13.76239871;4.52986200;2.29773900
-13.74191871;4.52986200;2.38654700
-13.72143871;4.52986200;2.38654700
-13.70095871;4.52986200;2.47505100
-13.68047871;4.52986200;2.47505100
-13.65999871;4.61775600;2.47505100
-13.63951871;4.52986200;2.47505100
-13.61903871;4.61775600;2.56386000
-13.59855871;4.61775600;2.56386000
-13.57807871;4.61775600;2.56386000
-13.55759871;4.52986200;2.65266900
-13.53711871;4.61775600;2.65266900
-13.51663871;4.61775600;2.65266900
-13.49615871;4.61775600;2.65266900
-13.47567871;4.61775600;2.74117300
-13.45519871;4.61775600;2.82998100
-13.43471871;4.52986200;2.74117300
-13.41423871;4.61775600;2.82998100
-13.39375871;4.61775600;2.82998100
-13.37327871;4.52986200;2.82998100
-13.35279871;4.61775600;2.91879000
-13.33231871;4.61775600;2.91879000
-13.31183871;4.61775600;3.00759900
-13.29135871;4.61775600;3.00759900
-13.27087871;4.61775600;3.00759900
-13.25039871;4.61775600;3.00759900
-13.22991871;4.61775600;3.00759900
-13.20943871;4.61775600;3.09610300
-13.18895871;4.61775600;3.18491200
-13.16847871;4.61775600;3.18491200
-13.14799871;4.61775600;3.18491200
-13.12751871;4.61775600;3.18491200
-13.10703871;4.61775600;3.27372100
-13.08655871;4.61775600;3.27372100
-13.06607871;4.61775600;3.27372100
-13.04559871;4.61775600;3.36222400
-13.02511871;4.70595400;3.36222400
-13.00463871;4.61775600;3.36222400
-12.98415871;4.70595400;3.36222400
-12.96367871;4.61775600;3.36222400
-12.94319871;4.70595400;3.36222400
-12.92271871;4.70595400;3.45103300
-12.90223871;4.61775600;3.45103300
-12.88175871;4.70595400;3.53984200
-12.86127871;4.70595400;3.53984200
-12.84079871;4.70595400;3.53984200
-12.82031871;4.70595400;3.53984200
-12.79983871;4.70595400;3.53984200
-12.77935871;4.70595400;3.62834500
-12.75887871;4.70595400;3.62834500
-12.73839871;4.70595400;3.62834500
-12.71791871;4.70595400;3.62834500
-12.69743871;4.70595400;3.62834500
-12.67695872;4.70595400;3.71715500
